,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
cambodia,-0.6441428,-0.2657016,0.8186522,-0.024062676,0.54237324,-0.6168709,-1.0532258,-0.3560684,-0.32046708,1.0946021,0.9277064,-0.545128,1.9740329,0.9898969,2.4576056,0.46900523
angola,-0.8042571,-0.12506609,0.4070964,-0.39421114,0.58485895,-0.9754744,-0.5322693,0.23519959,-0.2341847,0.915853,1.1032485,-0.33963284,1.7644103,0.52453715,1.9460083,0.9147797
uzbekistan,-0.12866274,-0.68923104,-0.056177482,-0.723655,0.15928662,-0.6374707,-0.7760109,0.9888816,-0.3403302,0.8691908,0.7730471,-0.7512381,1.2519387,1.1970011,1.2917575,1.1334122
mozambique,-1.2687812,-0.44602528,0.06250901,-0.9029127,-0.6879906,-0.5035243,-0.34281272,0.29543388,-0.4645624,0.8474135,0.97723365,-0.2745833,0.75322133,1.2554651,1.2951895,0.8462509
haiti,-0.76253355,-0.5333024,0.817646,-1.019427,-0.46841857,-0.648238,-0.58107513,0.31984022,-0.3413114,1.6189371,0.51086515,-0.571368,1.1392103,0.7661252,1.7320178,1.672475
melanesia,-1.5004659,-1.0420142,0.8699483,-0.9199329,0.8154612,0.012657203,-0.5045538,0.42811525,-0.35909823,1.5607327,0.69971126,-0.51845276,0.5574235,1.3688658,0.96382314,0.83346975
são_tomé_and_príncipe,-0.9946536,-0.24859561,0.35654125,-1.7502229,0.6732833,-0.9118333,-0.76710856,-1.5740671,-0.51598346,1.9118887,0.95068604,-1.010321,2.103683,1.8393792,1.9457674,0.339518
martinique,-1.0951098,0.011240145,0.09811141,-1.5994197,0.44351122,-0.6649169,-0.5221143,-0.3209745,-0.40485653,1.9639795,0.25482884,-0.5430443,1.4875059,1.3216076,1.6232141,0.9570174
papua_new_guinea,-1.0090127,-0.7009415,0.42582738,-1.3872457,0.6194404,-0.5215136,0.33520246,0.37525415,-0.11274846,1.561342,0.14281741,-0.5331788,1.4833894,1.3777952,1.7158321,1.2506522
cape_verde,-1.4542613,0.32973644,0.35624003,-0.4294574,0.6101767,-0.7759269,-1.0161679,0.12558894,-0.2111178,1.017825,1.0171393,-0.8089621,1.7351847,1.264336,2.361196,1.227487
tonga,-1.5011876,-0.35232288,0.4567113,-0.9269862,0.34565267,-0.7495964,0.95899963,0.5001043,-0.37682554,1.928678,0.25055775,-0.9935152,1.3001754,1.4749357,2.2323065,1.1581137
chile,0.015773462,0.034491852,0.46477264,-1.334528,0.1914047,-0.5838567,-2.0421069,-0.00068897975,-0.38406152,1.2879044,-0.051477373,-0.4340392,1.6042216,0.9219452,2.533081,1.2236868
canada,-0.7888327,-0.2500074,0.011938282,-1.3825927,0.3077952,-0.5992179,-0.49244776,0.34575766,-0.3313614,1.5470414,0.4315457,-0.8824473,1.8666464,0.9509942,1.7048283,1.0228934
grenada,-1.1728822,-1.0581812,0.006364844,-1.3966305,0.39086518,-1.1751795,-0.23483993,0.276197,-0.383075,1.9182172,0.23017001,-0.6477914,1.4534751,0.33494425,2.1247187,1.081603
kazakhstan,-1.0221828,-0.53823006,0.28485134,-0.5786154,0.30111843,-0.5940371,-0.2536073,0.6035538,-0.2719918,1.0459553,1.0503554,-0.7327685,1.1612136,0.9871507,1.0036501,0.9116589
djibouti,-0.12130334,-0.6460359,0.0877996,-0.967929,0.334269,-0.34652603,-0.40961844,1.1037935,-0.33291295,1.5658607,1.2111585,-0.746451,2.2493157,1.1607633,1.5897652,1.1868671
united_states,-0.9123404,-0.33697474,0.60614234,-0.2044877,-0.1621683,-0.7110787,-0.66245097,0.34634444,-0.3305458,0.82520485,0.6426126,-0.70800436,1.1067686,1.170994,2.3049827,1.2230537
saint_barthélemy,-0.47350112,-0.23010443,-0.3252722,-0.6667714,0.5764707,-0.6750538,-0.36924186,0.55213755,-0.52621067,2.019278,0.28909963,-0.87732214,1.4751124,1.4530883,2.148203,1.4453663
central_europe,-1.3189833,-0.6531241,1.2503831,-1.7336323,-0.28704023,-0.4646839,-0.7193433,0.20039815,-0.3792345,0.9474242,0.097917445,-1.0301931,0.14790826,1.7216848,2.3107057,1.0449879
guinea-bissau,-1.8885212,-0.8626758,0.27168068,-1.2954108,0.5056496,-0.41454703,-0.5559902,-0.41868716,-0.09948547,1.1895679,1.3700703,-0.3469355,1.4649869,0.63140565,2.3775566,0.6274421
south_africa,-0.028349757,-0.4801278,0.20196112,-1.0334526,0.036910057,-0.552624,-0.12596793,0.2705036,-0.5240153,1.3251886,0.91875905,-0.31484967,1.0978568,0.65573674,1.3333976,1.0538341
cyprus,-0.9346204,-0.014269755,1.1363312,-1.7927907,0.47036418,-0.7392472,-0.39880303,-0.20998262,-0.40822428,1.6680156,-0.17089267,-0.5752706,1.5948541,0.6182155,1.9399294,0.7095327
tuvalu,-0.6376744,-0.42869443,0.55061674,-1.7458022,-0.5412653,-0.40510505,-0.4532975,-0.49273995,-0.42849216,2.3500106,0.3544327,-0.66105163,0.48300165,1.727256,2.2600324,0.831639
zimbabwe,0.5702852,-0.24585542,0.27492058,-1.5425067,0.54822224,-0.54013014,-0.6318263,0.45699382,-0.51002854,1.377609,1.1063305,-0.49147558,1.8695353,0.9067112,1.8170546,1.4315308
bolivia,-1.0009036,-0.52659005,0.8036731,-0.96012044,0.5410093,-0.5183374,-0.6145425,-1.084213,-0.4776702,1.7708105,0.052412536,-0.44904536,1.7568057,0.93221235,1.3000027,-0.16835369
russia,-0.5952005,-0.1873839,0.6100152,-1.0583621,0.28547806,-0.06548912,-0.17866455,0.2682872,-0.29470292,1.0499773,-0.21386448,0.18397312,0.64381796,0.7729878,1.2784269,0.85843897
luxembourg,-1.1122046,0.25867856,1.7928852,0.14965345,0.3937625,-0.8510141,-0.7613563,0.43259937,-0.024090406,0.6932835,-0.050356023,-1.5379823,2.1359076,1.0135922,1.4556947,1.3039049
nigeria,0.6092983,-0.59287405,0.27696928,-1.317035,0.57202995,-0.76046044,-0.7730607,0.2292,-0.81788296,1.5180802,0.8605118,-0.37247634,1.7300903,0.79938394,1.583138,1.225363
nepal,-1.1292086,-0.8019671,0.34176552,-1.5191408,-0.6507681,-0.4370128,-0.4035904,0.6974288,-0.050764546,1.8825725,1.2576741,-0.4211482,0.94005436,1.0618784,1.7230873,1.0916849
benin,-0.80205256,-0.4859201,-0.47470963,-0.9458025,0.46071002,-0.64581203,-0.8764953,0.09456679,-0.72396904,1.4488015,0.8825359,-0.5226684,1.4033018,0.27878523,1.3057077,0.83300495
belgium,-2.2177122,-0.32659194,0.04340658,0.017035853,0.1370767,-0.64455044,-0.8034437,0.21877232,-0.10803957,1.484102,-0.2554245,-0.8896224,1.286803,0.53756934,1.66778,0.75553024
montenegro,-0.42088816,-0.53639364,0.8127365,-0.6184024,0.32439896,-0.26158667,-0.48843098,0.2745699,-0.9241273,0.78723085,-0.1484812,-0.7035131,1.4870994,1.1966178,1.2378898,0.78883785
estonia,-0.48899925,0.4065482,1.3122174,-2.161612,0.57767624,-0.8771556,0.3559245,0.4690672,-0.5080518,1.9968104,-0.23531109,-0.60865295,1.389706,1.0387299,1.7867432,1.3160219
south_korea,-1.3102083,-0.4643042,0.47285917,-1.3827666,0.30803242,-0.74934226,-0.80889004,0.2807386,-0.029874858,1.5011287,0.48587853,-0.013882147,1.1797235,0.7225573,2.026026,0.93944365
norfolk_island,-0.5949955,-0.37476486,-0.13994622,-2.1843848,-0.071005866,-0.45826763,-0.22749388,-0.101018794,-0.3753895,1.9826932,0.25766316,-0.5673229,1.3582186,1.3437505,1.7488335,0.8121321
singapore,-1.4501848,-0.8496443,0.675532,-1.5206316,0.6987497,-0.9868732,-0.75345886,-1.0220313,-0.34972596,1.5913273,0.7488352,-1.2618898,2.4205608,1.919677,-0.25446656,0.78682977
bermuda,-1.2216206,-0.43500054,0.574065,-1.1181018,-0.91489017,-0.64099634,-1.0384912,0.047277182,-0.27389202,1.8545903,0.26214293,-0.8756551,0.51524895,1.257736,2.234304,1.1489987
dr_congo,-0.8499259,-0.44941893,-1.170821,-0.4838708,0.4603062,-0.44038707,-0.52860814,0.7444768,-0.15774159,1.1938691,0.8184986,-0.59503955,0.7991255,1.0128868,1.1499138,1.3725774
isle_of_man,-1.2526404,-0.39307952,0.7542409,-1.09444,0.2581407,-0.736212,-0.493107,0.026833251,-0.19337483,2.0729623,-0.17806894,-0.7589314,-0.031835258,1.4525591,2.0968864,0.93880427
vietnam,0.39099395,-0.6533483,0.18394601,-1.7342368,-0.2204984,-0.65544534,-0.64818525,0.85447264,-0.5580161,1.7258954,0.9251686,-0.6383677,0.7439035,1.5700461,1.2801902,1.5897
burkina_faso,-1.2290242,0.33671924,-0.12830496,-0.6053204,-0.97647685,-1.1834036,0.028256923,0.3591011,-0.5074819,2.0317726,1.7243226,-0.90647566,0.07617218,0.36732128,1.9694817,1.6096224
guyana,-0.7950821,-0.28902096,0.49866596,-1.1034029,0.12209087,-0.41860798,-0.43162414,0.35401863,-0.14409693,1.6860584,0.23681164,-0.17209756,1.0171251,0.7362799,1.951325,1.2047317
uganda,-0.3368479,-0.6154976,0.021054957,-1.1169826,0.55998343,-0.17505948,-0.53976613,0.29329598,-0.1831195,1.4104897,1.7566857,-0.75072587,1.2509098,1.0487629,1.0560504,1.0794462
uruguay,-1.0739276,-0.3134977,-0.10473195,-0.5880962,0.48463237,-0.15311366,-0.5786538,0.26297745,-0.27428725,1.3376287,0.25872308,-0.69572884,2.0610352,1.069206,2.4389007,1.1189371
ivory_coast,-1.0692906,-0.8651172,-0.60084665,-1.2348948,0.49973953,-0.86524224,-0.4542768,-0.9312506,-0.3616315,1.2216994,1.3542924,-0.22843823,1.9536769,0.5830474,1.8263395,0.18887249
bosnia_and_herzegovina,0.3392469,-0.4303942,0.64961284,-1.4291563,0.34255773,-0.17342618,-0.7217504,0.41521114,-0.98226935,1.4691689,0.042071898,-1.1794676,0.70280623,1.314123,2.2657034,1.3796663
solomon_islands,0.0018177244,-0.4329393,-0.21548398,-1.3874295,0.8303211,-0.41328037,-0.6333769,0.3266233,-0.38042837,1.747959,0.258233,-0.69311905,1.8660333,1.7611067,2.0343904,0.97623825
germany,0.2147282,-0.24540107,1.183124,-1.158803,-0.75760525,-0.60058683,-0.7007735,0.2035386,0.04024286,1.7559638,-0.41940993,-0.59120804,0.6369652,0.8022751,1.6778814,0.86731106
philippines,-0.91988015,-0.18581195,0.8655489,-0.9637947,0.59913784,-0.62179625,-0.42952564,0.39308757,-0.11503207,1.4242177,0.62808496,-0.5633196,1.6408038,1.2079753,1.7564006,0.8944617
serbia,-0.052554797,-0.5402136,1.3396215,-0.62843424,0.25835258,-0.20343393,-0.41862568,0.32477716,-1.2767781,0.71481144,-0.27042252,-0.45571116,1.3252482,1.1925803,1.0951475,0.62026346
timor-leste,-0.8995161,-0.6052063,0.47527367,-1.4349475,0.43828812,-0.70716083,-0.60379803,0.2549638,-0.17659375,1.8038,0.38058174,-0.6633476,0.6916503,1.1931139,1.4355998,1.1168866
lithuania,0.34289682,-0.46135432,1.5404307,-1.7253416,0.43982467,-0.43611777,-0.5093207,0.318033,-0.44229612,1.9574009,-0.30606067,-0.37702814,0.6849701,0.8778967,1.9805199,1.1122918
kenya,-1.0580677,-0.54872376,-1.2136623,-1.0663689,0.77468455,-0.39369938,-0.5744963,-0.11117944,-0.23620272,1.3951024,1.1216663,-0.69866025,1.94749,1.3043116,1.3849142,0.98982435
albania,-0.12616299,-0.6820134,0.9402646,-1.0790856,0.19890103,-0.27471882,-0.95687497,0.39970177,-0.84771186,0.8974731,-0.09802187,-0.74643934,1.3063349,0.8214187,1.4415056,0.85423434
comoros,-1.3333545,0.10367016,0.33217335,-1.6063243,0.6693508,-0.6258544,-0.39291817,0.21909901,-0.23325261,1.1470586,1.0036217,-0.7826356,1.6522114,1.3030274,1.6368564,0.7132718
western_sahara,-0.41279784,-0.5769581,0.1837372,-0.43314955,0.3494423,-0.7007673,-0.5523845,0.26716733,-0.23186253,1.564647,1.4382436,-0.6554398,1.2391317,0.56889534,1.8599334,1.5431671
australia,-0.46984425,-0.4425947,0.26420704,-1.3259249,0.92503107,-0.37315613,-0.25143388,0.20322514,-0.46815836,1.9080057,0.27228713,-0.90874904,1.3419054,1.4210196,1.7823291,0.82942045
china,-0.42109707,-0.45272437,-0.20900093,-0.90670794,0.22012247,-0.10901132,-0.42283574,0.34086585,-0.057532497,0.61696196,0.9134136,0.17159274,1.2782271,0.87494785,1.1950014,0.66499114
argentina,-0.84770197,-1.2398754,1.1434923,-1.1858133,-1.4687784,-0.6772005,-0.22596626,0.15846945,-0.2711591,1.6425004,0.25483343,-0.46288893,0.68080044,0.72661316,0.88247955,1.4128604
suriname,-1.0125743,0.47755867,0.94844157,-1.3010727,0.23777905,-0.5584296,-0.61519504,0.32916188,-0.12535428,1.665943,0.59036976,-0.3395387,1.3182328,0.93246263,1.4226525,0.8979951
central_asia,-0.92511064,-0.55127656,0.16395998,-1.424814,0.022653077,-0.31060687,-0.62797445,0.37702346,-0.28646976,1.456602,0.664698,-0.9911384,0.23897931,1.1809151,1.6552868,0.6274631
kosovo,-0.3824892,-1.9418328,1.0517534,-0.32363886,-0.32158887,-0.30444184,-0.5882752,0.7623388,-1.0593612,1.8116822,-0.28634113,-0.6340108,1.0287069,1.4146485,1.2877922,1.2482233
northern_america,-1.2850314,-0.9920989,0.79716074,-1.2636334,0.12942073,-0.5294535,-0.2498221,0.43552232,-0.08796563,1.7592865,0.50289124,-0.4485712,0.23256774,0.8530862,1.1219742,0.5487598
mauritius,-1.2674458,-0.44826758,0.33874175,-1.5268661,0.2826937,-0.13615938,-0.377507,0.15260543,-0.15184188,1.847869,0.9605228,-0.8548441,1.4942232,1.3649777,1.3339424,0.97743493
lebanon,0.06219687,-0.53747505,0.56658936,-0.99530506,0.49900368,-0.11747621,-0.6529942,0.39193696,-0.48039123,1.860426,0.7120793,-0.69846433,1.5668685,0.7874298,2.2257617,1.1185709
sweden,-0.8034372,-0.3798556,-0.4957018,-1.5360458,0.606043,-0.56105155,-0.6053432,-0.035542108,-0.70024943,1.30973,-0.16929305,-0.33967814,1.6163367,1.1981946,1.7091193,1.1346647
switzerland,-0.6792404,-0.055557843,1.744588,-0.7452413,0.531254,-0.5093791,-0.33727118,0.1430006,-0.32426825,1.0115594,-0.3277146,-0.40120673,2.044568,0.739573,1.5063498,0.8392504
northern_mariana_islands,-1.2261049,-0.3986342,-0.6393312,-0.9302995,-0.33266357,-0.4492933,-0.26407367,0.18050559,-0.26265976,2.3298733,0.3380775,-1.0691592,1.2029523,1.7595567,1.1449705,0.97844553
south_america,-0.6507919,-0.3407848,0.85178226,-1.3773786,0.10790142,-0.43587777,-0.40527073,0.05515446,-0.114934266,1.4155754,0.24783725,-0.20691665,0.22732869,0.91892457,0.87156826,0.5743302
svalbard_and_jan_mayen,-1.1449019,-0.22567075,0.7528096,-0.43074176,0.4056956,-0.62525403,-0.45745575,0.7210802,-0.19643798,1.5731093,-0.19906662,-0.76883847,1.6143212,1.3528757,2.2018147,1.2208525
guatemala,0.11745351,-0.5802504,0.46730074,-0.9893851,0.5198497,-0.1982813,-0.73186266,0.20182149,-0.604304,1.5240833,0.7842571,-0.8226911,1.2185634,0.9106713,1.6917502,0.44199574
malta,-0.76310134,0.39299318,0.66696084,-1.784659,0.7147728,-0.8926922,-1.2446979,-1.1859812,-0.38210502,1.2126371,-0.1536208,-1.0738052,1.913607,1.8695859,3.0732467,0.51789415
bulgaria,-0.24952634,-0.5293112,0.26754948,-1.1705688,0.22780433,-0.39994314,-0.4519633,0.30525705,-1.0226629,1.3443944,-0.25514686,-0.40097883,1.5316349,0.66941905,1.2981796,0.9344019
japan,-1.2135985,-0.44569805,-0.630012,-1.7774475,0.5938319,-0.23073967,-0.051622916,0.42149878,-0.23270285,1.7732064,0.679304,-0.46869966,1.7893841,1.0441012,1.6265575,1.1351167
french_polynesia,-1.3334817,-0.4746772,-0.13052525,-1.5734348,0.012652423,-0.5277507,-0.41729984,-0.77308327,-0.2902986,2.042088,0.26201105,-0.7298463,1.1073,1.6549048,2.0715528,0.34367633
rwanda,-1.5926431,-0.5109322,-0.1446637,-0.68984866,0.24551773,-0.296532,-0.5014945,0.23978402,-0.12644617,1.1639766,1.3701138,-0.5924015,0.9378356,1.2030754,1.5648338,0.74453366
syria,-0.652162,-0.25113016,0.8522215,-0.9079018,0.3446019,-1.4236684,-0.38936034,-0.02572541,-0.53455615,0.8282672,0.3725749,-0.365477,1.2277325,0.90655345,1.1728712,0.759635
south_georgia,-1.1985778,-0.5821222,0.41494778,-1.6553704,0.269666,-0.7005987,-0.3868124,-0.9377132,-0.39504412,2.3790414,0.23970756,-0.7837487,1.4215709,1.0832107,2.1321383,0.09358504
central_african_republic,-0.5706889,-0.39252564,0.6195019,-0.61360383,0.47011942,-0.47463703,-0.48844874,0.09587419,-0.1806627,0.8207634,0.69441754,-0.44909662,1.3383884,0.67948234,1.7009013,1.0769742
vanuatu,-0.61717063,-0.3188727,0.46307477,-1.2397562,0.3963989,-0.34914252,-0.58771163,0.057383787,-0.32613692,1.4045142,0.2494807,-0.787644,1.5652024,1.6367362,2.0675144,0.7751458
new_caledonia,-0.38825744,-0.45993575,-0.57495993,-1.4725024,0.884101,-0.030665642,-0.4110667,0.30825564,-0.38444725,1.9969587,0.33110493,-0.68415844,1.8790393,1.7839444,2.2296457,0.8878061
guernsey,-1.0758033,-0.25140506,1.1836444,-1.7318052,1.3407539,-0.7042871,-0.474814,-0.47889012,-0.31905237,1.8007632,-0.29754195,-0.47948325,1.9306536,1.4011804,1.7036501,0.63288754
portugal,-1.1003168,0.29914632,0.46527714,-1.8227888,-0.24435374,-0.55159986,-1.3580759,0.36250207,-0.26095143,1.6548308,-0.07892009,-0.7826223,-0.2902692,1.4977556,2.2002654,1.5351201
madagascar,-0.3859606,-0.1493843,0.5140266,-1.9280752,-0.0822772,-0.76560575,-0.52366054,-0.1257191,-0.35848877,0.6857832,0.93350965,-0.9664587,1.2338271,1.5928785,2.5603666,0.84135604
réunion,-1.0602586,-0.6783087,0.061396908,-1.5552582,0.57224935,-0.092513494,-0.39803877,0.34407297,-0.20653403,1.5316477,0.91696733,-0.64135116,1.2686265,1.2536683,1.9062258,1.1415449
american_samoa,-0.9811448,-0.44480553,0.16570354,-1.3809243,0.33077806,-0.13474847,-0.8488202,0.11717134,-0.33909246,1.7733077,0.23757124,-0.4650635,1.4204619,1.4057741,1.8886735,0.8349206
liberia,-0.41835505,-0.84374934,0.23880339,-1.6274347,-0.56815886,-0.023196636,-0.72740686,-0.6036609,-0.38873222,1.7685791,1.4889789,-0.46636027,0.8098279,0.97231597,2.287021,1.1804243
south_sudan,-0.37622193,-0.6103354,0.14219585,-0.270198,0.44670084,-0.554057,-0.44310954,-0.13410145,-0.25142676,1.2374115,1.4098637,-0.7863068,1.2879503,1.0047681,1.4113871,0.60215753
turks_and_caicos_islands,-0.9866386,-0.29307517,0.5359357,-1.5524111,0.5231331,-0.7529244,0.09049718,-0.11459013,-0.39555672,1.9311681,0.28560153,-0.5992712,1.3736509,1.2211262,1.755964,0.9660616
montserrat,-1.4632956,-0.4098653,0.5712902,-0.9466449,0.57051396,-0.17833851,-0.51035285,-0.5939698,-0.38820598,2.1534898,0.22356166,-0.7505677,1.5844393,1.4088296,2.0847023,0.2753542
romania,-0.37271845,-0.15868166,1.2876514,-1.1050262,-0.5859684,-0.39053223,-0.92618084,0.27865887,-1.019712,1.5021365,-0.10702618,-0.30164385,-0.04095331,1.3848473,1.8432374,1.080869
bahamas,-0.7012863,-0.40167242,-0.32809883,-0.7092461,0.5243439,-0.6531678,-0.9644066,0.28001627,-0.4809856,1.8629371,0.21692249,-0.8348994,1.3411063,1.2897183,2.1838274,1.1839106
malawi,-0.5801193,-0.7705728,0.18305954,-1.0704567,0.47358295,0.2342329,-0.2255147,0.4157013,-0.17193907,1.8118013,1.1221243,-0.6009069,2.0374336,1.2590231,1.4974446,1.2851409
tajikistan,-1.0443584,-0.6236662,1.5607874,-1.279291,0.013545629,-0.036802787,-0.39360377,0.44986165,-0.26654157,1.051259,1.5506532,-0.4580117,0.97046196,1.0635177,1.0174917,0.80465746
burundi,-0.5232141,-0.5414605,0.17374806,-1.118841,0.4209101,-0.21750899,-0.45133972,0.025538988,-0.14710528,1.5286016,1.5223393,-0.7116421,1.4254063,1.0763328,1.8127025,0.78431004
dominican_republic,-1.305207,-0.658153,-0.21452238,-1.3831599,-0.24098687,-0.9527975,-0.5867076,-0.85150415,-0.46856764,1.8482038,0.192411,-0.784324,1.9328308,1.0956374,1.5457076,0.78982717
middle_africa,-0.73142624,-0.5409071,0.28859138,-1.5889515,0.51019996,-0.60140693,-0.59132206,-0.8603015,-0.29587767,1.6148578,0.41949198,-0.39121062,0.31659028,0.8373287,1.6168114,0.33833972
somalia,-1.0289148,-0.604553,-0.7095833,-1.2205379,-0.22065865,-0.44045725,-0.5274933,0.3742547,-0.23503159,1.5954213,1.2080129,-0.82252765,0.5904124,1.3455142,1.7397599,0.8956474
tanzania,-0.72756225,-0.3952051,0.1964376,-0.89808553,0.2926573,-0.26909885,-0.3597171,-0.22656465,-0.028243033,0.93360656,1.7634772,-0.47229543,1.251558,1.3107636,1.2124735,0.61367667
georgia,-0.88545936,-0.62409085,1.5293237,-1.6615652,0.4886632,-0.36936584,-0.63085055,-0.5221619,-0.29532385,0.0108746635,0.20428684,-0.24487463,1.8088644,1.5115743,1.853716,0.40915197
united_states_minor_outlying_islands,-1.2785449,0.123890266,0.48029363,-1.4828134,0.5279519,-0.6460536,-0.4101827,1.0512239,-0.13973275,1.5870237,0.23432747,-0.6614311,1.501145,1.1309608,2.045801,1.3744814
laos,-0.93227476,-0.5696896,-0.15496908,-1.2276272,0.18973306,-0.14033267,-0.13206707,0.5358251,-0.43751624,1.3865873,1.0467821,-0.25985882,1.3400147,0.81173444,0.9428494,1.0541881
southern_europe,-1.1907158,-0.3424918,0.9956406,-0.9449158,0.97521114,-0.2478975,-0.33035287,0.45477822,-0.47801122,1.3122448,0.048410345,-0.31483477,0.39245972,0.56209505,0.642814,0.5276434
egypt,-0.79917175,0.24027243,-0.6326135,-1.0565573,0.46065322,-0.449492,-0.6114796,0.27682313,-0.3773983,1.6035033,1.2858548,-0.97405744,1.2276483,0.8474321,1.6961441,1.2383411
maldives,-1.280053,-0.29479092,0.675808,-1.3198117,0.37316418,-0.34718457,-0.41226652,0.51264477,-0.017847681,1.7241808,0.7395701,-0.50676924,1.6795627,1.2357954,1.6098913,1.2017463
sudan,-0.7285625,-0.4335816,-0.595226,-0.70455974,0.41245127,-0.4769514,-0.39384994,0.41476056,-0.13869336,1.3604707,0.7797101,-1.1291496,1.1647685,0.7852539,1.2678413,1.0548664
bahrain,0.73516726,0.25966513,1.0119253,-1.9803549,0.45066026,-0.9127507,-0.6786657,0.1918891,-0.54039794,1.8338192,0.4351665,-0.9355828,1.861853,1.6934757,2.7821949,0.85270804
cook_islands,-1.203974,-0.21763037,0.25325674,-1.3895215,0.81985563,-0.34758157,-0.18254311,0.5892007,-0.23668763,1.5462831,0.25713253,-0.5168825,1.4970574,1.4049855,1.7215463,1.0948652
turkey,-0.4161161,-0.6320341,0.6672606,-0.9503381,0.097210996,-0.37014392,-0.4619327,0.22072919,-0.4160848,1.0370436,0.06586431,-0.278307,1.1192267,0.41539344,0.924449,1.0276701
colombia,-0.6642281,-0.14351879,0.7552206,-1.3407557,0.32445878,-0.32257184,-0.7326335,0.31756985,-0.40515047,1.1583965,0.058692038,-0.16965611,0.25630406,0.95907885,1.744642,0.9043787
cuba,-1.1540177,-0.2870365,0.4842361,-1.2895176,1.2111243,-0.30010274,-0.39266673,0.30998516,-0.32652774,1.5738467,0.18037449,-0.6325749,1.2491342,1.2584239,1.9910425,1.1286705
pitcairn_islands,-1.3614676,-0.47654772,-0.5389959,-1.5664808,0.060143143,-0.4160248,-0.14455727,0.2051024,-0.28504226,1.9567765,0.27372772,-0.4894194,1.3798802,1.7191448,1.7494447,0.8830109
spain,-0.72902167,-0.2603071,1.0909638,-0.77916294,-0.7545104,-0.43369672,-0.34431207,0.15640591,-0.19920127,1.0233147,0.34413704,-0.40327722,1.240339,1.0253655,1.7778441,0.74179643
trinidad_and_tobago,-1.379776,-0.4141439,0.3552418,-1.3922529,0.0943371,-0.673699,-0.45663515,-0.34019107,-0.36974514,1.6094354,0.19831222,-0.69859624,0.9333992,1.2284765,2.0084145,0.91235584
chad,-0.6339309,-0.44811797,1.1419401,-0.8147386,0.405211,-0.56199074,-0.3780546,0.0054260218,-0.54145944,0.8478485,0.8068529,-0.5658446,0.8812118,0.30352527,1.086735,0.90718013
saudi_arabia,-0.2347819,-0.512043,0.8565159,-0.8507991,0.3648028,-0.03916792,-0.5383198,0.37646025,-0.30563527,1.0360991,0.074630596,-0.34679732,1.5135652,0.8420568,0.92393124,1.354098
curaçao,-0.029916387,-0.3967366,0.4879675,-1.3705138,0.6269299,-0.77023816,-0.5881547,-0.057551976,-0.55117834,1.9926933,0.2846548,-0.6441623,1.7064955,1.4604006,1.8515887,1.0788432
pakistan,-0.7060882,-0.6255021,0.22041346,-1.3505869,0.20373583,-0.42198083,-0.4819245,0.3520848,-0.20353934,1.2558208,1.1054345,-0.32094276,1.0332594,0.7677638,1.5146362,0.9395458
armenia,-0.9394643,-0.82354635,1.0338585,-1.5210013,-0.76973766,0.1382295,-0.53143936,0.36154464,-0.34037617,1.4069167,0.20181808,-0.4193063,0.51921356,1.0042541,1.4645451,1.4415144
tokelau,-0.47974324,-0.533892,-0.47632024,-1.5141305,0.679313,-0.613568,-0.53562117,0.99017066,-0.40175712,1.702564,0.30842814,-0.59252137,1.6024405,1.5724266,1.6982734,1.4481457
polynesia,-0.46989924,-0.29665124,0.80598086,-1.2848814,1.1300305,-0.13132735,-0.31753606,0.34775478,-0.12620667,1.307956,0.6857979,-0.18146272,0.50729,0.8589975,1.6093068,0.5863343
jordan,-0.32679516,-0.5221475,0.5134657,-1.0779665,0.22480237,-0.39259362,-0.5502394,0.20598021,-0.42199117,1.467762,0.30674425,-0.37657174,1.2173353,0.75040895,1.2760849,0.86729497
nauru,-1.1188902,-0.399337,0.6357887,-1.3027098,0.5148222,0.017488457,-0.24922843,0.18762872,-0.29259917,1.9283564,0.3286726,-0.73709726,1.6286306,1.5596497,1.1572486,1.3255322
fiji,-1.0478643,-0.7401839,0.3238832,-1.28666,0.5754589,-0.2165683,-0.637144,0.27035302,-0.21848439,1.7234013,0.22245838,-0.620202,1.5696567,1.5689393,1.578726,0.705096
libya,-0.86186653,-0.33775267,0.2728448,0.40048447,1.1846665,-0.92262334,-0.59199077,-0.17526281,-0.3944102,1.6410319,1.6253456,-1.1512381,1.3472202,0.39503968,1.3870617,0.4032832
united_states_virgin_islands,-1.4100488,-0.1291937,0.3052886,-1.2847459,-0.20128019,-0.5162962,-0.3449287,0.87181044,-0.35294276,2.0006058,0.2961183,-0.62848896,0.88621145,1.2239687,2.054019,1.5708619
saint_kitts_and_nevis,-1.2039526,-0.5965671,0.67177504,0.16309689,-0.6717861,-1.0003223,-0.8282747,0.4366388,-0.49118456,2.5318215,0.2136601,-0.97880286,0.66943,1.4385544,1.814629,1.4601644
north_korea,-1.3025585,-0.46720204,0.5858089,-2.2246432,0.35629424,-0.8651716,-0.35408297,0.49367598,-0.017214617,1.4630945,0.65864253,-0.021046193,1.4765881,0.9570947,1.0352353,0.43751076
sierra_leone,-1.0292803,-0.62278545,0.16322447,-1.6504594,0.6175857,-0.4680121,-0.5044873,-0.8797136,-0.38466436,1.3455908,1.1608424,-0.20686287,2.017647,1.1725571,1.2486271,0.87432337
